"","Date","HomeTeam","AwayTeam","FTHG","FTAG","B365H","B365D","B365A","BWH","BWD","BWA","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","WHH","WHD","WHA"
"661","05/10/08","Man City","Liverpool",2,3,3.2,3.3,2.25,2.95,3.15,2.25,3.2,3.2,2.2,2.8,3.1,2.3,3.25,3.25,2.25,3.25,3.25,2.25
"591","28/09/08","Wigan","Man City",2,1,3,3.3,2.38,2.95,3.15,2.25,3,3.2,2.3,2.8,3.1,2.3,2.9,3.3,2.4,3.1,3.3,2.3
"592","28/09/08","Wigan","Man City",2,1,3,3.3,2.38,2.95,3.15,2.25,3,3.2,2.3,2.8,3.1,2.3,2.9,3.3,2.4,3.1,3.3,2.3
"521","27/09/08","Everton","Liverpool",0,2,3.75,3.25,2.1,3.5,3.15,2,3.5,3.2,2.1,3.4,3.1,2,3.4,3.2,2.2,3.6,3.25,2.1
"522","27/09/08","Everton","Liverpool",0,2,3.75,3.25,2.1,3.5,3.15,2,3.5,3.2,2.1,3.4,3.1,2,3.4,3.2,2.2,3.6,3.25,2.1
"451","21/09/08","Chelsea","Man United",1,1,2.2,3.1,3.6,2.15,3.05,3.3,2.2,3.1,3.5,2.1,3,3.3,2.25,3.25,3.25,2.2,3,3.6
"48","21/09/08","Tottenham","Wigan",0,0,1.73,3.6,5,1.6,3.45,5.35,1.75,3.3,5,1.6,3.6,4.8,1.72,3.5,5,1.7,3.4,5.5
"452","21/09/08","Chelsea","Man United",1,1,2.2,3.1,3.6,2.15,3.05,3.3,2.2,3.1,3.5,2.1,3,3.3,2.25,3.25,3.25,2.2,3,3.6
"481","21/09/08","Tottenham","Wigan",0,0,1.73,3.6,5,1.6,3.45,5.35,1.75,3.3,5,1.6,3.6,4.8,1.72,3.5,5,1.7,3.4,5.5
"391","15/09/08","Tottenham","Aston Villa",1,2,2.1,3.3,3.6,1.95,3.15,3.7,2.05,3.25,3.6,2,3.2,3.3,2.1,3.2,3,2.05,3.3,3.6
"392","15/09/08","Tottenham","Aston Villa",1,2,2.1,3.3,3.6,1.95,3.15,3.7,2.05,3.25,3.6,2,3.2,3.3,2.1,3.2,3,2.05,3.3,3.6
"329","13/09/08","Liverpool","Man United",2,1,3,3,2.6,2.8,3.1,2.4,2.85,3,2.6,2.6,3,2.6,2.62,2.88,2.5,2.9,3.1,2.5
"333","13/09/08","Man City","Chelsea",1,3,4.33,3.3,1.91,3.9,3.3,1.85,3.75,3.4,1.95,3.8,3.2,1.85,4,3.2,1.8,4.2,3.3,1.91
"3210","13/09/08","Liverpool","Man United",2,1,3,3,2.6,2.8,3.1,2.4,2.85,3,2.6,2.6,3,2.6,2.62,2.88,2.5,2.9,3.1,2.5
"339","13/09/08","Man City","Chelsea",1,3,4.33,3.3,1.91,3.9,3.3,1.85,3.75,3.4,1.95,3.8,3.2,1.85,4,3.2,1.8,4.2,3.3,1.91
"276","31/08/08","Aston Villa","Liverpool",0,0,3,3.25,2.4,3.05,3.15,2.2,2.75,3.2,2.5,3,3.1,2.2,2.8,3.2,2.2,3,3.2,2.38
"281","31/08/08","Chelsea","Tottenham",1,1,1.4,4.33,9,1.35,4.1,8.75,1.4,4,8.5,1.4,4,6.5,1.4,3.75,7,1.4,4.33,8.5
"2710","31/08/08","Aston Villa","Liverpool",0,0,3,3.25,2.4,3.05,3.15,2.2,2.75,3.2,2.5,3,3.1,2.2,2.8,3.2,2.2,3,3.2,2.38
"283","31/08/08","Chelsea","Tottenham",1,1,1.4,4.33,9,1.35,4.1,8.75,1.4,4,8.5,1.4,4,6.5,1.4,3.75,7,1.4,4.33,8.5
"194","24/08/08","Wigan","Chelsea",0,1,8.5,4.5,1.4,8,4.25,1.35,7.5,4.25,1.42,6.5,4,1.4,8,4,1.44,8.5,4.33,1.4
"1910","24/08/08","Wigan","Chelsea",0,1,8.5,4.5,1.4,8,4.25,1.35,7.5,4.25,1.42,6.5,4,1.4,8,4,1.44,8.5,4.33,1.4
"124","23/08/08","Fulham","Arsenal",1,0,6.5,3.75,1.57,6,3.45,1.55,6,3.5,1.6,5,3.5,1.6,6,3.6,1.62,6,3.8,1.57
"125","23/08/08","Fulham","Arsenal",1,0,6.5,3.75,1.57,6,3.45,1.55,6,3.5,1.6,5,3.5,1.6,6,3.6,1.62,6,3.8,1.57
"8","17/08/08","Aston Villa","Man City",4,2,1.91,3.4,4.33,1.95,3.2,3.6,1.91,3.25,4,2,3.2,3.3,1.83,3.2,3.75,1.91,3.2,3.5
"82","17/08/08","Aston Villa","Man City",4,2,1.91,3.4,4.33,1.95,3.2,3.6,1.91,3.25,4,2,3.2,3.3,1.83,3.2,3.75,1.91,3.2,3.5
"3781","11/05/08","Tottenham","Liverpool",0,2,2.62,3.4,2.62,2.6,3.15,2.5,2.86,3.5,2.72,2.4,3.1,2.7,2.38,3.2,2.6,2.5,3.1,2.5
"3801","11/05/08","Wigan","Man United",0,2,12,6.5,1.22,13,5.25,1.2,13,6,1.2,11,5.2,1.2,13,6.5,1.2,9.5,5.5,1.2
"3682","04/05/08","Arsenal","Everton",1,0,1.66,3.6,5.5,1.6,3.4,5.5,1.67,3.5,5.5,1.6,3.5,5,1.62,3.5,4.5,1.67,3.2,4.8
"3691","04/05/08","Liverpool","Man City",1,0,1.66,3.6,5.5,1.65,3.4,5,1.73,3.4,4.75,1.7,3.4,4.3,1.57,3.5,5,1.62,3.5,4.5
"3611","03/05/08","Aston Villa","Wigan",0,2,1.53,3.8,7,1.5,3.5,6.75,1.53,3.75,6.5,1.55,3.5,4.8,1.57,3.5,5,1.53,3.5,5.5
"3583","27/04/08","Everton","Aston Villa",2,2,2.25,3.3,3.25,2.1,3.15,3.25,2.25,3.2,3.1,2,3.2,3.3,2.2,3.2,2.8,2.1,3.2,3
"3525","26/04/08","Chelsea","Man United",2,1,2.5,3.1,3,2.45,3.15,2.65,2.6,3.35,3.15,2.3,3,2.9,2.38,2.88,2.8,2.3,3.1,2.75
"3532","26/04/08","Man City","Fulham",2,3,1.83,3.5,4.5,1.75,3.25,4.6,1.83,3.4,4.25,1.75,3.3,4.2,1.73,3.5,3.75,1.83,3.3,3.6
"3443","19/04/08","Fulham","Liverpool",0,2,3.4,3.25,2.2,3.55,3.4,1.9,3.6,3.3,2,3.3,3.2,2,3.5,3.4,1.83,3,3.4,2
"3471","19/04/08","Wigan","Tottenham",1,1,2.62,3.3,2.7,2.65,3.15,2.45,2.63,3.2,2.63,2.5,3,2.7,2.38,3.2,2.6,2.5,3.25,2.4
"3411","17/04/08","Everton","Chelsea",0,1,3.8,3.4,2,3.6,3.2,1.95,3.6,3.25,2,3.3,3.1,2.05,3.2,3.2,2,3.2,3.2,2
"3403","14/04/08","Chelsea","Wigan",1,1,1.22,6,15,1.2,5.25,13,1.22,5.5,13,1.22,5,10,1.2,5,11,1.2,5,11
"3391","13/04/08","Man United","Arsenal",2,1,1.83,3.5,4.5,1.8,3.25,4.25,1.83,3.25,4.5,1.85,3.2,3.8,1.91,3.2,3.5,1.8,3.25,3.8
"3212","05/04/08","Arsenal","Liverpool",1,1,2.1,3.2,3.75,2.1,3.15,3.25,2.12,3.3,4.35,2.1,3.1,3.2,2,3.2,3.2,1.95,3.1,3.5
"3251","05/04/08","Man City","Chelsea",0,2,5,3.6,1.72,4.4,3.3,1.75,4.75,3.5,1.73,4.2,3.3,1.75,4.5,3.3,1.67,4.33,3.2,1.73
"3192","30/03/08","Liverpool","Everton",1,0,1.72,3.6,5,1.75,3.35,4.3,1.85,3.7,5.25,1.75,3.3,4.2,1.73,3.2,4.33,1.8,3,4.2
"314","29/03/08","Man United","Aston Villa",4,0,1.3,5,12,1.3,4.75,8.5,1.33,4.5,10,1.33,4.2,8,1.29,4.33,9,1.29,4.2,9
"3092","23/03/08","Chelsea","Arsenal",2,1,2.2,3.2,3.5,2.2,3.15,3.05,2.25,3.3,3.9,2.1,3,3.3,2.2,3,3,2.1,3,3.2
"3101","23/03/08","Man United","Liverpool",3,0,2,3.3,4,1.9,3.2,3.8,2,3.2,3.75,1.85,3.2,3.8,1.91,3,3.75,1.95,3,3.6
"3003","19/03/08","Tottenham","Chelsea",4,4,3.6,3.3,2.1,3.4,3.15,2.05,3.4,3.25,2.1,3.2,3.1,2.1,3.2,3.2,2,2.9,3.2,2.15
"2953","16/03/08","Fulham","Everton",1,0,3.5,3.4,2.1,3.5,3.15,2,3.4,3.25,2.1,3.2,3.1,2.1,3.5,3.2,1.91,3.1,3.2,2.05
"296","16/03/08","Man City","Tottenham",2,1,2.6,3.3,2.7,2.4,3.15,2.75,2.45,3.2,2.75,2.4,3.1,2.7,2.38,3.2,2.6,2.5,3.1,2.5
"2853","09/03/08","Wigan","Arsenal",0,0,6.5,3.8,1.57,5.8,3.5,1.55,6,3.6,1.57,5.5,3.5,1.55,5,3.5,1.57,5,3.5,1.57
"2692","01/03/08","Arsenal","Aston Villa",1,1,1.57,3.8,6.5,1.5,3.6,6.35,1.55,3.6,6.5,1.5,3.6,6,1.5,3.5,6,1.5,3.4,6
"2722","01/03/08","Fulham","Man United",0,3,10,5,1.33,8.5,4.15,1.35,8.5,4.33,1.36,7.5,4.2,1.35,8,4.5,1.29,8,4,1.33
"2734","01/03/08","Man City","Wigan",0,0,1.8,3.5,4.75,1.6,3.4,5.5,1.75,3.25,5,1.7,3.4,4.3,1.67,3.3,4.5,1.62,3.3,5
"2681","25/02/08","Man City","Everton",0,2,2.4,3.25,3,2.35,3.15,2.8,2.38,3.2,2.86,2.25,3.1,2.9,2.2,3.2,2.8,2.25,3.1,2.8
"2573","10/02/08","Chelsea","Liverpool",0,0,1.9,3.2,4.5,1.85,3.25,4,2,3.2,3.75,1.9,3.1,3.8,1.83,3.2,3.75,1.83,3,4
"258","10/02/08","Man United","Man City",1,2,1.28,5,13,1.3,4.75,8.25,1.3,4.5,11,1.33,4.2,8,1.33,4,8,1.29,4.2,9
"2481","03/02/08","Fulham","Aston Villa",2,1,3.25,3.25,2.25,3.05,3.15,2.2,3.2,3.25,2.25,2.8,3.1,2.3,3.2,3.2,2,2.9,3.2,2.15
"2432","02/02/08","Man City","Arsenal",1,3,4.5,3.6,1.8,4.55,3.2,1.75,4.5,3.4,1.83,4,3.2,1.8,4,3.2,1.8,4.2,3.25,1.73
"2462","02/02/08","Tottenham","Man United",1,1,4.5,3.5,1.83,4,3.25,1.85,4.7,3.75,1.91,4,3.2,1.8,4,3.2,1.8,3.8,3.25,1.8
"2371","30/01/08","Everton","Tottenham",0,0,2.37,3.25,3.1,2.25,3.1,3,2.3,3.2,3,2.2,3.1,3,2.2,3.2,2.8,2.2,3.2,2.8
"2292","21/01/08","Liverpool","Aston Villa",2,2,1.61,3.75,6,1.6,3.45,5.35,1.57,3.6,6,1.55,3.7,5,1.67,3.2,5,1.57,3.3,5.5
"2282","20/01/08","Wigan","Everton",1,2,3.25,3.25,2.25,3.15,3.15,2.2,3.1,3.25,2.25,2.8,3.1,2.3,2.75,3.2,2.25,3,3.2,2.1
"2222","19/01/08","Fulham","Arsenal",0,3,7,3.8,1.53,7.5,4,1.4,7,3.75,1.5,6.5,3.7,1.45,6.5,3.6,1.44,7,3.75,1.4
"2122","12/01/08","Chelsea","Tottenham",2,0,1.75,3.5,5,1.6,3.4,5.4,1.73,3.5,5,1.65,3.4,4.7,1.57,3.5,5,1.67,3.3,4.5
"214","12/01/08","Everton","Man City",1,0,2.1,3.3,3.6,2.1,3.15,3.25,2.2,3.4,3.95,2.1,3.1,3.2,2.1,3.2,3,2.1,3.2,3
"2082","02/01/08","Liverpool","Wigan",1,1,1.2,5.5,12,1.2,5,14,1.25,5.25,12,1.25,4.8,9.5,1.22,5,10,1.22,4.8,10
"2011","01/01/08","Aston Villa","Tottenham",2,1,2.37,3.3,3,2.3,3.15,2.85,2.4,3.2,2.9,2.3,3.1,2.8,2.2,3.25,2.75,2.2,3.2,2.8
"2022","01/01/08","Fulham","Chelsea",1,2,7,4,1.5,6.5,3.9,1.44,7,3.6,1.53,6,3.6,1.5,6,3.5,1.5,6,3.4,1.5
"1992","30/12/07","Man City","Liverpool",0,0,3.6,3.3,2.1,3.5,3.2,2,4,3.5,2.15,3.2,3.1,2.1,3,3.2,2.1,3.2,3.1,2.05
"1921","29/12/07","Everton","Arsenal",1,4,3.5,3.4,2.1,3.25,3.15,2.1,3.2,3.25,2.2,3.2,3.1,2.1,3,3,2.2,3.1,3.1,2.1
"1971","29/12/07","Wigan","Aston Villa",1,2,3.25,3.3,2.25,2.85,3.15,2.3,3.1,3.25,2.25,2.7,3.1,2.4,2.75,3.2,2.25,2.62,3.2,2.3
"1811","26/12/07","Chelsea","Aston Villa",4,4,1.4,4.33,9,1.4,4,7.5,1.4,4.33,7.5,1.37,4,7.2,1.4,3.75,7,1.4,3.75,7
"186","26/12/07","Tottenham","Fulham",5,1,1.44,4.2,8,1.44,3.65,7.5,1.44,3.75,8,1.45,3.9,6,1.44,3.6,6.5,1.4,3.75,7
"1783","23/12/07","Man United","Everton",2,1,1.36,4.75,9,1.35,4.25,8,1.4,4.33,7.5,1.35,4.2,7.5,1.4,3.75,7,1.36,3.75,8
"1701","22/12/07","Arsenal","Tottenham",2,1,1.5,4,7.5,1.45,3.8,6.75,1.53,3.75,6.5,1.45,3.7,6.5,1.53,3.5,5.5,1.5,3.4,6
"1712","22/12/07","Aston Villa","Man City",1,1,2.1,3.3,3.6,2,3.1,3.55,2.05,3.2,3.6,2.1,3.1,3.2,2,3,3.5,2,3.1,3.3
"1733","22/12/07","Fulham","Wigan",1,1,2.1,3.3,3.6,1.9,3.25,3.75,2,3.2,3.75,2,3.2,3.3,2.1,3.2,3,2,3.2,3.2
"1681","16/12/07","Arsenal","Chelsea",1,0,2.5,3,3.1,2.4,3.05,2.85,2.4,3.1,3,2.4,3,2.8,2.37,2.75,3,2.25,3,2.88
"1693","16/12/07","Liverpool","Man United",0,1,2.62,3.1,2.87,2.5,3.05,2.7,2.6,3.2,2.6,2.5,3,2.7,2.62,2.8,2.62,2.6,2.8,2.6
"1593","09/12/07","Tottenham","Man City",2,1,2,3.3,3.75,2,3.2,3.5,2.12,3.4,4.2,2,3.2,3.3,2.1,3.2,3,1.95,3.1,3.5
"152","08/12/07","Everton","Fulham",3,0,1.57,3.75,6.5,1.55,3.55,5.75,1.6,3.5,6,1.6,3.6,4.8,1.57,3.25,5.5,1.57,3.3,5.5
"1483","03/12/07","Man United","Fulham",2,0,1.2,6,17,1.15,6.5,13,1.2,6,13,1.2,5.2,11,1.16,5.5,12,1.14,5.5,15
"1396","01/12/07","Aston Villa","Arsenal",1,2,4,3.3,2,3.8,3.2,1.9,3.6,3.2,2.05,3.6,3.2,1.9,4,3.2,1.8,3.75,3.2,1.83
"1452","01/12/07","Wigan","Man City",1,1,3,3.25,2.4,3.25,3.15,2.1,3.1,3.2,2.25,2.8,3.1,2.3,3,3.2,2.1,2.8,3.1,2.25
"1281","24/11/07","Arsenal","Wigan",2,0,1.16,7,17,1.15,6.5,12.5,1.15,6.5,17,1.17,5.7,12,1.14,6,12,1.14,5.5,15
"1233","11/11/07","Chelsea","Everton",1,1,1.33,5,10,1.35,4,9,1.35,4.5,9,1.33,4.2,8,1.36,3.75,8,1.33,4,8
"1261","11/11/07","Tottenham","Wigan",4,0,1.44,4.2,8,1.45,3.75,6.8,1.5,3.8,6.75,1.5,3.8,5.5,1.5,3.5,6,1.44,3.6,6.5
"1195","10/11/07","Liverpool","Fulham",2,0,1.22,5,13,1.3,4.5,9.5,1.28,5,10,1.27,4.6,9,1.3,4,9,1.29,4.2,9
"1082","03/11/07","Arsenal","Man United",2,2,2.5,3.1,3,2.4,3.15,2.75,2.6,3.25,3.25,2.3,3,2.9,2.38,3,2.75,2.25,3,2.88
"115","03/11/07","Wigan","Chelsea",0,2,9,4.33,1.4,7.5,4,1.4,8,4,1.4,6.5,3.7,1.45,6.5,3.6,1.44,7,3.75,1.4
"1062","28/10/07","Liverpool","Arsenal",1,1,2.5,3.25,2.8,2.3,3.15,2.9,2.5,3.2,2.75,2.2,3.1,3,2.37,3,2.75,NA,NA,NA
"99","27/10/07","Chelsea","Man City",6,0,1.5,4,7,1.5,3.6,6,1.55,3.6,7,1.55,3.5,5.5,1.5,3.3,6.5,NA,NA,NA
"894","20/10/07","Aston Villa","Man United",1,4,4.5,3.6,1.8,4.5,3.4,1.7,4.5,3.4,1.8,4.3,3.4,1.7,4.5,3.1,1.72,NA,NA,NA
"914","20/10/07","Everton","Liverpool",1,2,3.6,3.3,2.1,3.5,3.15,2,3.5,3.2,2.1,3.3,3.2,2,3.2,3,2.1,NA,NA,NA
"844","07/10/07","Liverpool","Tottenham",2,2,1.53,4,6.5,1.5,3.6,6.5,1.55,3.6,6.5,1.5,3.6,6,1.53,3.5,5.5,NA,NA,NA
"792","06/10/07","Man United","Wigan",4,0,1.16,6.5,21,1.2,5.75,11,1.18,6,15,1.2,5.2,11,1.16,5.5,12,NA,NA,NA
"77","01/10/07","Tottenham","Aston Villa",4,4,1.9,3.25,4.33,1.95,3.2,3.6,2,3.2,3.75,1.9,3.2,3.6,1.9,3.2,3.5,NA,NA,NA
"692","29/09/07","Chelsea","Fulham",0,0,1.3,5,12,1.28,4.8,9,1.32,4.75,9,1.3,4.4,8.5,1.4,3.75,7,NA,NA,NA
"751","29/09/07","Wigan","Liverpool",0,1,6.5,3.8,1.57,5.4,3.45,1.6,5.75,3.6,1.6,4.8,3.6,1.6,5,3.5,1.57,NA,NA,NA
"63","23/09/07","Aston Villa","Everton",2,0,2.25,3.2,3.25,2.25,3.15,2.95,2.25,3.2,3.1,2.1,3.1,3.2,2.1,3,3.2,NA,NA,NA
"662","23/09/07","Man United","Chelsea",2,0,2.1,3.25,4,2,3.05,3.55,2,3.25,3.75,2.2,3,3.1,1.9,3.2,3.5,NA,NA,NA
"593","22/09/07","Fulham","Man City",3,3,2.5,3.25,2.8,2.5,3.15,2.6,2.55,3.2,2.65,2.55,3.1,2.55,2.5,3.2,2.5,NA,NA,NA
"562","16/09/07","Man City","Aston Villa",1,0,2.37,3.25,3,2.25,3.15,2.95,2.25,3.25,3.15,2,3.2,3.3,2.1,3.2,3,NA,NA,NA
"503","15/09/07","Everton","Man United",0,1,4.5,3.5,1.8,4.4,3.3,1.75,4.25,3.3,1.85,4,3.2,1.8,3.75,3.2,1.83,NA,NA,NA
"533","15/09/07","Tottenham","Arsenal",1,3,2.8,3.2,2.5,2.75,3.15,2.4,2.75,3.2,2.5,2.8,3.1,2.3,2.6,3.2,2.38,NA,NA,NA
"551","15/09/07","Wigan","Fulham",1,1,2.1,3.25,3.6,2.05,3.15,3.4,2.15,3.25,3.4,1.9,3.2,3.6,2.1,3.2,3,NA,NA,NA
"463","02/09/07","Aston Villa","Chelsea",2,0,5.5,3.6,1.61,5.4,3.4,1.6,5.5,3.4,1.7,4,3.2,1.8,5,3.25,1.61,NA,NA,NA
"393","01/09/07","Fulham","Tottenham",3,3,3.1,3.2,2.25,2.95,3.15,2.25,3.1,3.2,2.25,2.8,3.1,2.3,2.75,3.2,2.25,NA,NA,NA
"36","26/08/07","Man United","Tottenham",1,0,1.5,4,6,1.5,3.8,6,1.5,4,6,1.55,3.7,5,1.5,3.5,6,NA,NA,NA
"2810","25/08/07","Arsenal","Man City",1,0,1.53,3.8,6,1.55,3.8,5.2,1.6,3.6,5.5,1.65,3.5,4.5,1.57,3.5,5,NA,NA,NA
"29","25/08/07","Aston Villa","Fulham",2,1,1.8,3.4,4.5,1.65,3.4,5,1.8,3.4,4.5,1.85,3.2,3.8,1.8,3.2,4,NA,NA,NA
"266","19/08/07","Liverpool","Chelsea",1,1,2.62,3.1,3.1,2.4,3,2.85,2.5,3.1,2.8,2.3,3,2.9,2.38,2.88,2.8,NA,NA,NA
"2711","19/08/07","Man City","Man United",1,0,4.5,3.25,1.83,4,3.2,1.85,4,3.3,1.9,3.6,3.2,1.9,4.5,3.1,1.73,NA,NA,NA
"11","14/08/07","Tottenham","Everton",1,3,1.8,3.4,4.33,1.8,3.2,4.3,1.85,3.4,4.25,1.8,3.2,4,1.8,3.2,4,NA,NA,NA
"83","12/08/07","Arsenal","Fulham",2,1,1.33,4.5,10,1.3,4.75,8.25,1.33,4.5,10,1.35,4.2,7.5,1.33,3.75,9,NA,NA,NA
"13","11/08/07","Aston Villa","Liverpool",1,2,4,3.25,1.9,3.65,3.2,1.95,4.4,3.5,2.04,3.6,3.2,1.9,3.5,3.2,1.9,NA,NA,NA
"4","11/08/07","Everton","Wigan",2,1,1.66,3.4,5.5,1.65,3.4,5,1.68,3.5,5,1.65,3.5,4.5,1.61,3.5,4.5,NA,NA,NA
"3732","13/05/07","Chelsea","Everton",1,1,1.72,3.5,4.75,1.55,3.5,5.85,1.7,3.3,5.25,1.65,3.3,4.4,1.57,3.5,5,1.5,3.6,5.5
"379","13/05/07","Tottenham","Man City",2,1,1.5,3.75,7,1.45,3.75,7,1.5,3.9,6.5,1.45,3.7,6.5,1.44,3.6,6.5,1.5,3.4,6
"3692","09/05/07","Chelsea","Man United",0,0,2.1,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3.2,2,3.2,3.3,2.2,3.25,2.75,2.2,3.1,2.87
"3672","06/05/07","Arsenal","Chelsea",1,1,2.7,3.25,2.5,2.8,3.15,2.35,2.75,3.2,2.5,2.7,3.1,2.4,2.6,3.2,2.37,2.6,3.3,2.3
"3612","05/05/07","Fulham","Liverpool",1,0,3.2,3.25,2.2,3.15,3.25,2.1,3,3.25,2.3,2.8,3.3,2.2,2.75,3.25,2.2,2.87,3.3,2.1
"3621","05/05/07","Man City","Man United",0,1,6,4,1.5,6.5,3.6,1.5,6.5,3.75,1.52,5.7,3.7,1.5,6,3.4,1.5,6,3.3,1.53
"3573","29/04/07","Arsenal","Fulham",3,1,1.33,4.5,9.5,1.35,4,9,1.38,4.25,8,1.45,3.8,5.4,1.4,4.2,6,1.36,4,7
"351","28/04/07","Everton","Man United",2,4,5,3.6,1.66,5,3.4,1.65,5.25,3.5,1.65,4.3,3.4,1.7,4.5,3.5,1.61,4.5,3.5,1.61
"3526","28/04/07","Man City","Aston Villa",0,2,2.3,3.25,3,2.1,3.15,3.25,2.25,3.2,3.1,2.2,2.9,3.2,2.2,3,3,2.25,3,2.87
"3422","21/04/07","Liverpool","Wigan",2,0,1.36,4.5,8,1.35,4.3,8,1.36,4.5,8,1.4,3.8,7,1.4,4.2,6,1.44,3.6,6.5
"3444","21/04/07","Tottenham","Arsenal",2,2,2.7,3.25,2.5,2.6,3.15,2.5,2.7,3.2,2.5,2.5,3.1,2.6,2.5,3.2,2.5,2.5,3.1,2.5
"3343","17/04/07","Arsenal","Man City",3,1,1.4,4.33,7.5,1.4,4.25,6.6,1.4,4.25,8,1.4,3.8,7,1.4,4,6.5,1.4,3.75,7
"3331","15/04/07","Wigan","Tottenham",3,3,3,3.3,2.25,2.9,3.15,2.3,3,3.2,2.3,2.8,3.1,2.3,2.5,3.25,2.4,2.7,3.25,2.25
"3275","14/04/07","Man City","Liverpool",0,0,4,3.5,1.83,4.2,3.25,1.8,4.25,3.3,1.85,3.8,3.2,1.85,4.5,3.3,1.66,4.33,3.3,1.7
"320","09/04/07","Aston Villa","Wigan",1,1,1.9,3.25,4,1.9,3.2,3.8,1.95,3.25,3.8,1.9,3.2,3.6,1.83,3.2,3.75,1.9,3.1,3.6
"3231","09/04/07","Fulham","Man City",1,3,2.2,3.25,3.2,2.25,3.15,2.95,2.2,3.2,3.2,2.2,3.1,3,2.2,3.2,2.8,2.15,3.2,2.9
"3141","07/04/07","Chelsea","Tottenham",1,0,1.44,4,7.5,1.4,4,7.25,1.4,4.2,7.5,1.45,3.7,6.5,1.33,4.33,7,1.36,4,7
"3102","06/04/07","Everton","Fulham",4,1,1.66,3.4,5.5,1.6,3.4,5.5,1.68,3.4,5.2,1.65,3.5,4.5,1.66,3.2,5,1.7,3.2,4.5
"3093","02/04/07","Aston Villa","Everton",1,1,2.37,3.2,2.9,2.3,3.15,2.85,2.4,3.1,2.9,2.3,3.1,2.8,2.25,3,2.87,2.25,3,2.87
"3032","31/03/07","Liverpool","Arsenal",4,1,2.2,3.2,3.25,2.2,3.15,3.05,2.2,3.1,3.25,2.1,3.1,3.2,2,3.2,3.2,2.15,3,3.1
"2974","18/03/07","Aston Villa","Liverpool",0,0,4,3.25,1.9,3.7,3.15,1.95,4,3.25,1.92,3.6,3.2,1.9,4,3.2,1.8,3.75,3.2,1.83
"2991","18/03/07","Everton","Arsenal",1,0,3.1,3.3,2.2,3.25,3.15,2.1,3.2,3.2,2.2,3.1,3,2.2,2.75,3.2,2.25,3,3.2,2.1
"2961","17/03/07","Wigan","Fulham",0,0,2.1,3.25,3.4,2.15,3.15,3.15,2.15,3.2,3.3,2,3.1,3.4,2,3.2,3.2,2,3.2,3.2
"2883","14/03/07","Aston Villa","Arsenal",0,1,3.6,3.3,2,4,3.25,1.85,3.7,3.25,2,3.3,3.2,2.05,3.2,3.2,2,3.5,3.2,1.9
"2891","14/03/07","Man City","Chelsea",0,1,7,3.75,1.5,6,3.75,1.5,7,3.75,1.5,5,3.7,1.55,7,3.75,1.4,6.5,3.6,1.44
"2791","03/03/07","Fulham","Aston Villa",1,1,2.37,3.2,2.9,2.25,3.05,3.05,2.3,3.2,3,2.3,3,2.9,2.25,3.2,2.75,2.25,3.1,2.8
"2802","03/03/07","Liverpool","Man United",0,1,2.6,3.1,2.7,2.6,3.1,2.65,2.6,3,2.75,2.6,3.1,2.5,2.6,3.2,2.37,2.62,2.9,2.5
"2811","03/03/07","Man City","Wigan",0,1,2,3.2,3.75,1.85,3.2,4,2,3.25,3.75,1.9,3.1,3.8,1.83,3.2,3.75,1.9,3.1,3.6
"2712","24/02/07","Fulham","Man United",1,2,7.5,4.33,1.4,7.5,3.6,1.45,7.5,4,1.44,6,3.6,1.5,7,3.5,1.44,6.5,3.6,1.44
"2682","21/02/07","Everton","Tottenham",1,2,2.3,3.25,3,2,3.15,3.5,2.2,3.2,3.2,2.25,3,3,2,3.2,3.2,2.1,3.1,3.1
"2661","11/02/07","Arsenal","Wigan",2,1,1.25,5,13,1.2,6,10,1.25,5.5,10,1.22,4.8,11,1.2,5,11,1.22,4.8,10
"2574","04/02/07","Tottenham","Man United",0,4,4.75,3.5,1.72,4.3,3.35,1.75,4.25,3.4,1.8,3.8,3.2,1.85,4.33,3.2,1.72,4,3.1,1.8
"2521","03/02/07","Liverpool","Everton",0,0,1.57,3.6,6,1.55,3.5,6,1.55,3.5,6.5,1.55,3.5,5.5,1.57,3.25,5.5,1.53,3.3,6
"2372","21/01/07","Arsenal","Man United",2,1,2.5,3.1,2.8,2.5,3.15,2.6,2.5,3.1,2.8,2.5,3.1,2.6,2.38,3,2.75,2.37,3,2.7
"2381","21/01/07","Wigan","Everton",0,2,2.5,3.2,2.75,2.4,3.15,2.75,2.5,3.2,2.7,2.55,3.1,2.55,2.5,3.2,2.5,2.4,3.1,2.6
"230","20/01/07","Fulham","Tottenham",1,1,2.87,3.2,2.4,2.6,3.1,2.55,2.7,3.1,2.55,2.5,3,2.7,2.38,3.2,2.6,2.4,3.1,2.6
"231","20/01/07","Liverpool","Chelsea",2,0,2.87,3,2.5,2.65,3.15,2.45,2.7,3.1,2.6,2.6,3,2.6,2.5,3.2,2.5,2.5,2.9,2.62
"2223","13/01/07","Chelsea","Wigan",4,0,1.2,6,13,1.2,5.75,11,1.2,5.75,13,1.2,5.2,11,1.16,5.5,12,1.16,5.5,12
"2233","13/01/07","Man United","Aston Villa",3,1,1.25,5.5,11,1.22,5.5,10,1.25,5.25,11,1.27,4.6,9,1.25,4.5,10,1.28,4.2,9
